"","Soil","Microsite","Temperature","Resp","COU","NAM","Lat_decimal","Long_decimal","ELE_1","MAT","RAI","SAC","CLC","SIC","pH","SOC","CFE","SIR","BACT_qPCR"
"154",26,1,10,10.18197458,"China","Site A",49.262694,119.177417,636,-1.1,344,61.84256357,7.30684674,30.85058969,6.627,2.650564329,388.2,8.828179,11760473481
"155",26,1,20,10.49288316,"China","Site A",49.262694,119.177417,636,-1.1,344,61.84256357,7.30684674,30.85058969,6.627,2.650564329,388.2,8.828179,11760473481
"156",26,1,30,19.5682948,"China","Site A",49.262694,119.177417,636,-1.1,344,61.84256357,7.30684674,30.85058969,6.627,2.650564329,388.2,8.828179,11760473481
"157",27,0,10,5.944948783,"China","Site B",49.494333,118.403778,601,-1.3,329,82.83828383,4.510451045,12.65126513,6.53,1.456219868,270,5.724809,8949581134
"158",27,0,20,7.266759081,"China","Site B",49.494333,118.403778,601,-1.3,329,82.83828383,4.510451045,12.65126513,6.53,1.456219868,270,5.724809,8949581134
"159",27,0,30,13.09553339,"China","Site B",49.494333,118.403778,601,-1.3,329,82.83828383,4.510451045,12.65126513,6.53,1.456219868,270,5.724809,8949581134
"160",27,1,10,6.681689667,"China","Site B",49.494333,118.403778,601,-1.3,329,81.89540658,3.789571695,14.31502173,6.707,1.580969067,311.7,6.787266,1.03e+11
"161",27,1,20,7.803966746,"China","Site B",49.494333,118.403778,601,-1.3,329,81.89540658,3.789571695,14.31502173,6.707,1.580969067,311.7,6.787266,1.03e+11
"162",27,1,30,13.62845924,"China","Site B",49.494333,118.403778,601,-1.3,329,81.89540658,3.789571695,14.31502173,6.707,1.580969067,311.7,6.787266,1.03e+11
"163",28,0,10,8.220509394,"China","Site C",49.525333,117.272139,726,-1.8,314,69.9556541,0.332594235,29.71175166,6.52,2.563462346,421.5,9.805254,11263007322
"164",28,0,20,10.13518142,"China","Site C",49.525333,117.272139,726,-1.8,314,69.9556541,0.332594235,29.71175166,6.52,2.563462346,421.5,9.805254,11263007322
"165",28,0,30,23.06355425,"China","Site C",49.525333,117.272139,726,-1.8,314,69.9556541,0.332594235,29.71175166,6.52,2.563462346,421.5,9.805254,11263007322
"166",28,1,10,8.591252262,"China","Site C",49.525333,117.272139,726,-1.8,314,68.05921856,5.695970696,26.24481074,6.672,2.699422287,456.7,8.774049,11099051036
"167",28,1,20,10.75277585,"China","Site C",49.525333,117.272139,726,-1.8,314,68.05921856,5.695970696,26.24481074,6.672,2.699422287,456.7,8.774049,11099051036
"168",28,1,30,26.95031083,"China","Site C",49.525333,117.272139,726,-1.8,314,68.05921856,5.695970696,26.24481074,6.672,2.699422287,456.7,8.774049,11099051036
"169",29,0,10,8.238925897,"China","Site D",49.031528,116.994528,593,0,273,73.22222222,3.666666667,23.11111111,6.932,1.936746732,432.7,8.738134,1.23e+12
"170",29,0,20,9.698790566,"China","Site D",49.031528,116.994528,593,0,273,73.22222222,3.666666667,23.11111111,6.932,1.936746732,432.7,8.738134,1.23e+12
"171",29,0,30,23.95693199,"China","Site D",49.031528,116.994528,593,0,273,73.22222222,3.666666667,23.11111111,6.932,1.936746732,432.7,8.738134,1.23e+12
"172",29,1,10,8.444661469,"China","Site D",49.031528,116.994528,593,0,273,66.22222222,4.777777778,29,7.098,2.179605004,533.6,10.520226,13711105917
"173",29,1,20,11.13792741,"China","Site D",49.031528,116.994528,593,0,273,66.22222222,4.777777778,29,7.098,2.179605004,533.6,10.520226,13711105917
"174",29,1,30,32.78647863,"China","Site D",49.031528,116.994528,593,0,273,66.22222222,4.777777778,29,7.098,2.179605004,533.6,10.520226,13711105917
"175",30,0,10,9.59582081,"China","Site E",48.609778,116.786556,583,0.9,251,66.66666667,3.111111111,30.22222222,7.714,1.232302542,332.8,9.511264,13184906644
"176",30,0,20,9.887480339,"China","Site E",48.609778,116.786556,583,0.9,251,66.66666667,3.111111111,30.22222222,7.714,1.232302542,332.8,9.511264,13184906644
"177",30,0,30,21.45875537,"China","Site E",48.609778,116.786556,583,0.9,251,66.66666667,3.111111111,30.22222222,7.714,1.232302542,332.8,9.511264,13184906644
"178",30,1,10,8.940822161,"China","Site E",48.609778,116.786556,583,0.9,251,65.7807309,3.100775194,31.11849391,7.118,2.033660515,455.4,12.493866,6869316764
"179",30,1,20,11.26726449,"China","Site E",48.609778,116.786556,583,0.9,251,65.7807309,3.100775194,31.11849391,7.118,2.033660515,455.4,12.493866,6869316764
"180",30,1,30,12.57449641,"China","Site E",48.609778,116.786556,583,0.9,251,65.7807309,3.100775194,31.11849391,7.118,2.033660515,455.4,12.493866,6869316764
"181",31,0,10,4.00876467,"China","Site F",48.223083,116.015833,617,1.7,194,72.34803337,3.57568534,24.07628129,6.86,1.101316518,193.6,3.287274,5114447802
"182",31,0,20,4.669768955,"China","Site F",48.223083,116.015833,617,1.7,194,72.34803337,3.57568534,24.07628129,6.86,1.101316518,193.6,3.287274,5114447802
"183",31,0,30,8.076716321,"China","Site F",48.223083,116.015833,617,1.7,194,72.34803337,3.57568534,24.07628129,6.86,1.101316518,193.6,3.287274,5114447802
"184",31,1,10,4.205322485,"China","Site F",48.223083,116.015833,617,1.7,194,75,3.08056872,21.91943128,7.124,1.174102287,266.1,3.699168,9381772699
"185",31,1,20,3.839199084,"China","Site F",48.223083,116.015833,617,1.7,194,75,3.08056872,21.91943128,7.124,1.174102287,266.1,3.699168,9381772699
"186",31,1,30,10.16942694,"China","Site F",48.223083,116.015833,617,1.7,194,75,3.08056872,21.91943128,7.124,1.174102287,266.1,3.699168,9381772699
"187",32,0,10,3.910372211,"Ecuador","Alamala_s1p2",-3.974567,-79.428497,1796,19,921,56.18101789,8.871734755,34.94724735,7.36,1.869435116,3.6,5.700837,NA
"188",32,0,20,6.329528212,"Ecuador","Alamala_s1p2",-3.974567,-79.428497,1796,19,921,56.18101789,8.871734755,34.94724735,7.36,1.869435116,3.6,5.700837,NA
"189",32,0,30,13.00671662,"Ecuador","Alamala_s1p2",-3.974567,-79.428497,1796,19,921,56.18101789,8.871734755,34.94724735,7.36,1.869435116,3.6,5.700837,NA
"190",32,1,10,5.26011827,"Ecuador","Alamala_s1p2",-3.974567,-79.428497,1796,19,921,52.835778,11.90352496,35.26069703,7.54,3.233015946,NA,6.503474,NA
"191",32,1,20,8.263200512,"Ecuador","Alamala_s1p2",-3.974567,-79.428497,1796,19,921,52.835778,11.90352496,35.26069703,7.54,3.233015946,NA,6.503474,NA
"192",32,1,30,14.4789333,"Ecuador","Alamala_s1p2",-3.974567,-79.428497,1796,19,921,52.835778,11.90352496,35.26069703,7.54,3.233015946,NA,6.503474,NA
"193",33,0,10,3.899457363,"Ecuador","Alamala_s3p1",-3.99631,-79.429824,1478,20.9,801,39.19286843,11.51414017,49.29299139,7.676,2.425869295,332.5,6.153934,NA
"194",33,0,20,7.770321316,"Ecuador","Alamala_s3p1",-3.99631,-79.429824,1478,20.9,801,39.19286843,11.51414017,49.29299139,7.676,2.425869295,332.5,6.153934,NA
"195",33,0,30,13.76933732,"Ecuador","Alamala_s3p1",-3.99631,-79.429824,1478,20.9,801,39.19286843,11.51414017,49.29299139,7.676,2.425869295,332.5,6.153934,NA
"196",33,1,10,5.752821345,"Ecuador","Alamala_s3p1",-3.99631,-79.429824,1478,20.9,801,40.21873733,13.09684277,46.6844199,8.14,2.626716822,344.8,6.205863,NA
"197",33,1,20,7.800078525,"Ecuador","Alamala_s3p1",-3.99631,-79.429824,1478,20.9,801,40.21873733,13.09684277,46.6844199,8.14,2.626716822,344.8,6.205863,NA
"198",33,1,30,14.96528152,"Ecuador","Alamala_s3p1",-3.99631,-79.429824,1478,20.9,801,40.21873733,13.09684277,46.6844199,8.14,2.626716822,344.8,6.205863,NA
"199",34,0,10,5.524252554,"Ecuador","Chinchas_s1p1",-4.004292,-79.497453,1998,18,1010,50.62095774,7.762246209,41.61679606,6.776,2.314049513,289.4,6.496652,NA
"200",34,0,20,8.153110467,"Ecuador","Chinchas_s1p1",-4.004292,-79.497453,1998,18,1010,50.62095774,7.762246209,41.61679606,6.776,2.314049513,289.4,6.496652,NA
"201",34,0,30,18.50129334,"Ecuador","Chinchas_s1p1",-4.004292,-79.497453,1998,18,1010,50.62095774,7.762246209,41.61679606,6.776,2.314049513,289.4,6.496652,NA
"202",34,1,10,4.872850144,"Ecuador","Chinchas_s1p1",-4.004292,-79.497453,1998,18,1010,56.68735335,7.23887634,36.07377031,7.034,2.13372329,410.6,6.712451,NA
"203",34,1,20,7.776520609,"Ecuador","Chinchas_s1p1",-4.004292,-79.497453,1998,18,1010,56.68735335,7.23887634,36.07377031,7.034,2.13372329,410.6,6.712451,NA
"204",34,1,30,15.25082583,"Ecuador","Chinchas_s1p1",-4.004292,-79.497453,1998,18,1010,56.68735335,7.23887634,36.07377031,7.034,2.13372329,410.6,6.712451,NA
"205",35,0,10,4.575774942,"Ecuador","Chinchas_s1p2",-3.998652,-79.497252,2042,17.3,1079,52.87703626,7.492555614,39.63040813,6.922,1.890705782,148,6.203429,NA
"206",35,0,20,7.408332267,"Ecuador","Chinchas_s1p2",-3.998652,-79.497252,2042,17.3,1079,52.87703626,7.492555614,39.63040813,6.922,1.890705782,148,6.203429,NA
"207",35,0,30,18.88205826,"Ecuador","Chinchas_s1p2",-3.998652,-79.497252,2042,17.3,1079,52.87703626,7.492555614,39.63040813,6.922,1.890705782,148,6.203429,NA
"208",35,1,10,4.304393848,"Ecuador","Chinchas_s1p2",-3.998652,-79.497252,2042,17.3,1079,57.62585837,5.961597341,36.41254429,7.21,2.276897923,NA,4.819537,NA
"209",35,1,20,6.830334248,"Ecuador","Chinchas_s1p2",-3.998652,-79.497252,2042,17.3,1079,57.62585837,5.961597341,36.41254429,7.21,2.276897923,NA,4.819537,NA
"210",35,1,30,13.42352981,"Ecuador","Chinchas_s1p2",-3.998652,-79.497252,2042,17.3,1079,57.62585837,5.961597341,36.41254429,7.21,2.276897923,NA,4.819537,NA
"211",36,0,10,3.915427201,"Ecuador","Chinchas_s3p1",-4.012594,-79.485366,1575,20.5,847,46.07990123,20.29720434,33.62289444,6.74,2.524554334,179.5,3.443359,NA
"212",36,0,20,6.090427195,"Ecuador","Chinchas_s3p1",-4.012594,-79.485366,1575,20.5,847,46.07990123,20.29720434,33.62289444,6.74,2.524554334,179.5,3.443359,NA
"213",36,0,30,13.43427374,"Ecuador","Chinchas_s3p1",-4.012594,-79.485366,1575,20.5,847,46.07990123,20.29720434,33.62289444,6.74,2.524554334,179.5,3.443359,NA
"214",36,1,10,3.185267881,"Ecuador","Chinchas_s3p1",-4.012594,-79.485366,1575,20.5,847,51.60232986,7.204393949,41.19327619,7.28,3.35703167,383,2.844327,NA
"215",36,1,20,4.745765653,"Ecuador","Chinchas_s3p1",-4.012594,-79.485366,1575,20.5,847,51.60232986,7.204393949,41.19327619,7.28,3.35703167,383,2.844327,NA
"216",36,1,30,20.34350988,"Ecuador","Chinchas_s3p1",-4.012594,-79.485366,1575,20.5,847,51.60232986,7.204393949,41.19327619,7.28,3.35703167,383,2.844327,NA
"217",37,0,10,3.306870871,"Ecuador","Chinchas_s4p1",-4.015926,-79.477768,1433,21.8,756,55.72755418,6.346749226,37.92569659,8.2,2.651042852,205.8,3.339703,NA
"218",37,0,20,4.576731808,"Ecuador","Chinchas_s4p1",-4.015926,-79.477768,1433,21.8,756,55.72755418,6.346749226,37.92569659,8.2,2.651042852,205.8,3.339703,NA
"219",37,0,30,13.18778193,"Ecuador","Chinchas_s4p1",-4.015926,-79.477768,1433,21.8,756,55.72755418,6.346749226,37.92569659,8.2,2.651042852,205.8,3.339703,NA
"220",37,1,10,3.173051372,"Ecuador","Chinchas_s4p1",-4.015926,-79.477768,1433,21.8,756,55.28060918,14.7848317,29.93455912,8.084,2.586613729,164.9,3.607729,NA
"221",37,1,20,3.901139897,"Ecuador","Chinchas_s4p1",-4.015926,-79.477768,1433,21.8,756,55.28060918,14.7848317,29.93455912,8.084,2.586613729,164.9,3.607729,NA
"222",37,1,30,21.27907522,"Ecuador","Chinchas_s4p1",-4.015926,-79.477768,1433,21.8,756,55.28060918,14.7848317,29.93455912,8.084,2.586613729,164.9,3.607729,NA
"223",38,0,10,5.170052951,"Iran","Baharkish",36.696167,58.6695,2164,7.6,295,20.37861915,5.79064588,73.83073497,7.722,1.950897427,505.2,4.835127,14093122017
"224",38,0,20,6.619621628,"Iran","Baharkish",36.696167,58.6695,2164,7.6,295,20.37861915,5.79064588,73.83073497,7.722,1.950897427,505.2,4.835127,14093122017
"225",38,0,30,12.07635694,"Iran","Baharkish",36.696167,58.6695,2164,7.6,295,20.37861915,5.79064588,73.83073497,7.722,1.950897427,505.2,4.835127,14093122017
"226",38,1,10,5.713866733,"Iran","Baharkish",36.696167,58.6695,2164,7.6,295,22.69935692,5.912974148,71.38766894,7.427,2.691409658,12.8,6.684232,9018904721
"227",38,1,20,7.515172655,"Iran","Baharkish",36.696167,58.6695,2164,7.6,295,22.69935692,5.912974148,71.38766894,7.427,2.691409658,12.8,6.684232,9018904721
"228",38,1,30,16.05589488,"Iran","Baharkish",36.696167,58.6695,2164,7.6,295,22.69935692,5.912974148,71.38766894,7.427,2.691409658,12.8,6.684232,9018904721
"229",39,0,10,4.490661144,"Iran","Karnakh",37.371111,56.560944,1459,11.5,239,26.51933702,6.408839779,67.0718232,7.858,1.066373647,143,4.889676,22497609456
"230",39,0,20,5.850360693,"Iran","Karnakh",37.371111,56.560944,1459,11.5,239,26.51933702,6.408839779,67.0718232,7.858,1.066373647,143,4.889676,22497609456
"231",39,0,30,11.17745767,"Iran","Karnakh",37.371111,56.560944,1459,11.5,239,26.51933702,6.408839779,67.0718232,7.858,1.066373647,143,4.889676,22497609456
"232",39,1,10,4.655354486,"Iran","Karnakh",37.371111,56.560944,1459,11.5,239,25.16703786,3.006681514,71.82628062,7.752,1.432329247,97.2,5.413813,8813121906
"233",39,1,20,5.464277747,"Iran","Karnakh",37.371111,56.560944,1459,11.5,239,25.16703786,3.006681514,71.82628062,7.752,1.432329247,97.2,5.413813,8813121906
"234",39,1,30,14.11609219,"Iran","Karnakh",37.371111,56.560944,1459,11.5,239,25.16703786,3.006681514,71.82628062,7.752,1.432329247,97.2,5.413813,8813121906
"235",40,0,10,3.817533383,"Iran","Sokeh",37.429083,58.109556,1412,10.6,303,51.393534,2.564102564,46.04236343,7.848,0.739737757,129.6,4.289861,9351406988
"236",40,0,20,4.546256626,"Iran","Sokeh",37.429083,58.109556,1412,10.6,303,51.393534,2.564102564,46.04236343,7.848,0.739737757,129.6,4.289861,9351406988
"237",40,0,30,9.387381947,"Iran","Sokeh",37.429083,58.109556,1412,10.6,303,51.393534,2.564102564,46.04236343,7.848,0.739737757,129.6,4.289861,9351406988
"238",40,1,10,3.90128256,"Iran","Sokeh",37.429083,58.109556,1412,10.6,303,49.67347191,3.058277654,47.26825043,7.756,0.918141698,14.9,4.629404,4759457694
"239",40,1,20,4.823142514,"Iran","Sokeh",37.429083,58.109556,1412,10.6,303,49.67347191,3.058277654,47.26825043,7.756,0.918141698,14.9,4.629404,4759457694
"240",40,1,30,10.92023838,"Iran","Sokeh",37.429083,58.109556,1412,10.6,303,49.67347191,3.058277654,47.26825043,7.756,0.918141698,14.9,4.629404,4759457694
"241",41,0,10,6.409852371,"Israel","IL_LH_1",31.357739,34.821056,346,19.1,288,55.69879138,2.962261893,41.33894673,8.216,1.540167039,109.6,5.910506,NA
"242",41,0,20,6.165404156,"Israel","IL_LH_1",31.357739,34.821056,346,19.1,288,55.69879138,2.962261893,41.33894673,8.216,1.540167039,109.6,5.910506,NA
"243",41,0,30,12.27143998,"Israel","IL_LH_1",31.357739,34.821056,346,19.1,288,55.69879138,2.962261893,41.33894673,8.216,1.540167039,109.6,5.910506,NA
"244",41,1,10,4.251209261,"Israel","IL_LH_1",31.357739,34.821056,346,19.1,288,50.7950116,7.99485289,41.21013551,8.185,1.449260684,70.8,6.281276,NA
"245",41,1,20,5.991030827,"Israel","IL_LH_1",31.357739,34.821056,346,19.1,288,50.7950116,7.99485289,41.21013551,8.185,1.449260684,70.8,6.281276,NA
"246",41,1,30,11.99585267,"Israel","IL_LH_1",31.357739,34.821056,346,19.1,288,50.7950116,7.99485289,41.21013551,8.185,1.449260684,70.8,6.281276,NA
"247",42,0,10,3.187673217,"Israel","IL_SSK_3",31.270772,34.651904,188,19.6,224,69.01189518,2.214774719,28.7733301,8.684,0.406073317,77.5,4.192269,NA
"248",42,0,20,4.272531456,"Israel","IL_SSK_3",31.270772,34.651904,188,19.6,224,69.01189518,2.214774719,28.7733301,8.684,0.406073317,77.5,4.192269,NA
"249",42,0,30,13.1321088,"Israel","IL_SSK_3",31.270772,34.651904,188,19.6,224,69.01189518,2.214774719,28.7733301,8.684,0.406073317,77.5,4.192269,NA
"250",42,1,10,2.366053763,"Israel","IL_SSK_3",31.270772,34.651904,188,19.6,224,71.60426346,2.159059852,26.23667669,8.44,0.36925776,118.1,3.47438,NA
"251",42,1,20,3.029066776,"Israel","IL_SSK_3",31.270772,34.651904,188,19.6,224,71.60426346,2.159059852,26.23667669,8.44,0.36925776,118.1,3.47438,NA
"252",42,1,30,14.88064604,"Israel","IL_SSK_3",31.270772,34.651904,188,19.6,224,71.60426346,2.159059852,26.23667669,8.44,0.36925776,118.1,3.47438,NA
"253",43,0,10,2.909120389,"Kenya","Mpara",0.352,36.894389,1770,17.7,652,50.24075988,13.59029045,36.16894967,6.27,0.511630287,75.3,1.663888,NA
"254",43,0,20,1.832076766,"Kenya","Mpara",0.352,36.894389,1770,17.7,652,50.24075988,13.59029045,36.16894967,6.27,0.511630287,75.3,1.663888,NA
"255",43,0,30,6.793806372,"Kenya","Mpara",0.352,36.894389,1770,17.7,652,50.24075988,13.59029045,36.16894967,6.27,0.511630287,75.3,1.663888,NA
"256",43,1,10,3.993168152,"Kenya","Mpara",0.352,36.894389,1770,17.7,652,43.572271,18.75245708,37.67527192,6.452,1.552939864,187.8,2.900895,NA
"257",43,1,20,3.300385391,"Kenya","Mpara",0.352,36.894389,1770,17.7,652,43.572271,18.75245708,37.67527192,6.452,1.552939864,187.8,2.900895,NA
"258",43,1,30,12.07651582,"Kenya","Mpara",0.352,36.894389,1770,17.7,652,43.572271,18.75245708,37.67527192,6.452,1.552939864,187.8,2.900895,NA
"259",44,0,10,6.306211888,"Mexico","Laguna seca",23.254883,-101.055406,2200,16.5,371,60.11173184,1.452513966,38.43575419,7.786,2.870366842,505.6,5.760846,1464415113
"260",44,0,20,6.350587065,"Mexico","Laguna seca",23.254883,-101.055406,2200,16.5,371,60.11173184,1.452513966,38.43575419,7.786,2.870366842,505.6,5.760846,1464415113
"261",44,0,30,15.01111629,"Mexico","Laguna seca",23.254883,-101.055406,2200,16.5,371,60.11173184,1.452513966,38.43575419,7.786,2.870366842,505.6,5.760846,1464415113
"262",44,1,10,5.208139543,"Mexico","Laguna seca",23.254883,-101.055406,2200,16.5,371,56.85840708,3.42920354,39.71238938,8.15,2.464421731,126.9,4.753808,1923878781
"263",44,1,20,4.984916759,"Mexico","Laguna seca",23.254883,-101.055406,2200,16.5,371,56.85840708,3.42920354,39.71238938,8.15,2.464421731,126.9,4.753808,1923878781
"264",44,1,30,13.59493641,"Mexico","Laguna seca",23.254883,-101.055406,2200,16.5,371,56.85840708,3.42920354,39.71238938,8.15,2.464421731,126.9,4.753808,1923878781
"265",45,0,10,4.134484798,"Mexico","Tierra_colorada_p",22.352438,-102.455579,2397,15.4,563,68.44444444,1.666666667,29.88888889,6.858,1.769785488,20.4,3.207724,5623512701
"266",45,0,20,3.969987913,"Mexico","Tierra_colorada_p",22.352438,-102.455579,2397,15.4,563,68.44444444,1.666666667,29.88888889,6.858,1.769785488,20.4,3.207724,5623512701
"267",45,0,30,13.09090868,"Mexico","Tierra_colorada_p",22.352438,-102.455579,2397,15.4,563,68.44444444,1.666666667,29.88888889,6.858,1.769785488,20.4,3.207724,5623512701
"268",45,1,10,4.770512223,"Mexico","Tierra_colorada_p",22.352438,-102.455579,2397,15.4,563,66.18464961,2.447163515,31.36818687,6.954,1.93378312,489,4.084849,7957043555
"269",45,1,20,5.075392062,"Mexico","Tierra_colorada_p",22.352438,-102.455579,2397,15.4,563,66.18464961,2.447163515,31.36818687,6.954,1.93378312,489,4.084849,7957043555
"270",45,1,30,14.794416,"Mexico","Tierra_colorada_p",22.352438,-102.455579,2397,15.4,563,66.18464961,2.447163515,31.36818687,6.954,1.93378312,489,4.084849,7957043555
"271",46,0,10,4.900906809,"Mexico","Vaquerias_Ojuelos_p",21.771804,-101.673516,2381,15.9,598,53.4368071,3.76940133,42.79379157,6.966,1.068905332,188.4,3.238619,NA
"272",46,0,20,4.456588703,"Mexico","Vaquerias_Ojuelos_p",21.771804,-101.673516,2381,15.9,598,53.4368071,3.76940133,42.79379157,6.966,1.068905332,188.4,3.238619,NA
"273",46,0,30,10.17219363,"Mexico","Vaquerias_Ojuelos_p",21.771804,-101.673516,2381,15.9,598,53.4368071,3.76940133,42.79379157,6.966,1.068905332,188.4,3.238619,NA
"274",46,1,10,5.055350013,"Mexico","Vaquerias_Ojuelos_p",21.771804,-101.673516,2381,15.9,598,50.05561735,5.672969967,44.27141268,6.616,1.301092024,227.2,4.035572,NA
"275",46,1,20,4.849748864,"Mexico","Vaquerias_Ojuelos_p",21.771804,-101.673516,2381,15.9,598,50.05561735,5.672969967,44.27141268,6.616,1.301092024,227.2,4.035572,NA
"276",46,1,30,12.48582029,"Mexico","Vaquerias_Ojuelos_p",21.771804,-101.673516,2381,15.9,598,50.05561735,5.672969967,44.27141268,6.616,1.301092024,227.2,4.035572,NA
"277",47,0,10,3.328261047,"Morocco","Frissate",33.052487,-2.422588,1339,15.3,283,79.04260752,3.639068363,17.31832412,8.576,0.453013081,4.1,2.483582,3462342296
"278",47,0,20,2.977733873,"Morocco","Frissate",33.052487,-2.422588,1339,15.3,283,79.04260752,3.639068363,17.31832412,8.576,0.453013081,4.1,2.483582,3462342296
"279",47,0,30,5.951827201,"Morocco","Frissate",33.052487,-2.422588,1339,15.3,283,79.04260752,3.639068363,17.31832412,8.576,0.453013081,4.1,2.483582,3462342296
"280",47,1,10,3.584870667,"Morocco","Frissate",33.052487,-2.422588,1339,15.3,283,87.00644819,3.387509937,9.606041869,8.446,0.641308907,41.4,3.20893,3249871837
"281",47,1,20,3.489633911,"Morocco","Frissate",33.052487,-2.422588,1339,15.3,283,87.00644819,3.387509937,9.606041869,8.446,0.641308907,41.4,3.20893,3249871837
"282",47,1,30,4.914422051,"Morocco","Frissate",33.052487,-2.422588,1339,15.3,283,87.00644819,3.387509937,9.606041869,8.446,0.641308907,41.4,3.20893,3249871837
"283",48,0,10,4.869555647,"Morocco","Guafait",34.159182,-2.372904,1002,14.7,294,57.68850405,4.401907567,37.90958838,8.352,1.991872056,NA,3.747896,7010995158
"284",48,0,20,4.034236509,"Morocco","Guafait",34.159182,-2.372904,1002,14.7,294,57.68850405,4.401907567,37.90958838,8.352,1.991872056,NA,3.747896,7010995158
"285",48,0,30,10.22325147,"Morocco","Guafait",34.159182,-2.372904,1002,14.7,294,57.68850405,4.401907567,37.90958838,8.352,1.991872056,NA,3.747896,7010995158
"286",48,1,10,5.734310719,"Morocco","Guafait",34.159182,-2.372904,1002,14.7,294,63.034769,3.561242495,33.4039885,8.134,2.523186704,13.5,3.714985,8093943253
"287",48,1,20,3.587726875,"Morocco","Guafait",34.159182,-2.372904,1002,14.7,294,63.034769,3.561242495,33.4039885,8.134,2.523186704,13.5,3.714985,8093943253
"288",48,1,30,10.83547736,"Morocco","Guafait",34.159182,-2.372904,1002,14.7,294,63.034769,3.561242495,33.4039885,8.134,2.523186704,13.5,3.714985,8093943253
"289",49,0,10,5.825333021,"Morocco","Guenfouda",34.430867,-2.192604,946,14.5,321,50.75582037,6.212071058,43.03210857,8.334,1.93968541,NA,11.020128,9117253206
"290",49,0,20,8.591234514,"Morocco","Guenfouda",34.430867,-2.192604,946,14.5,321,50.75582037,6.212071058,43.03210857,8.334,1.93968541,NA,11.020128,9117253206
"291",49,0,30,12.75535392,"Morocco","Guenfouda",34.430867,-2.192604,946,14.5,321,50.75582037,6.212071058,43.03210857,8.334,1.93968541,NA,11.020128,9117253206
"292",49,1,10,7.715075228,"Morocco","Guenfouda",34.430867,-2.192604,946,14.5,321,56.43078083,5.431324072,38.1378951,8.154,2.518423571,NA,10.951277,11313561072
"293",49,1,20,11.400808,"Morocco","Guenfouda",34.430867,-2.192604,946,14.5,321,56.43078083,5.431324072,38.1378951,8.154,2.518423571,NA,10.951277,11313561072
"294",49,1,30,11.23079695,"Morocco","Guenfouda",34.430867,-2.192604,946,14.5,321,56.43078083,5.431324072,38.1378951,8.154,2.518423571,NA,10.951277,11313561072
"295",50,0,10,3.750259972,"Morocco","Guercif",33.976574,-3.373502,776,16,265,56.96819641,5.783367478,37.24843611,8.34,0.639100862,NA,4.544423,1745188550
"296",50,0,20,5.203516429,"Morocco","Guercif",33.976574,-3.373502,776,16,265,56.96819641,5.783367478,37.24843611,8.34,0.639100862,NA,4.544423,1745188550
"297",50,0,30,9.218772283,"Morocco","Guercif",33.976574,-3.373502,776,16,265,56.96819641,5.783367478,37.24843611,8.34,0.639100862,NA,4.544423,1745188550
"298",50,1,10,3.981914417,"Morocco","Guercif",33.976574,-3.373502,776,16,265,56.44288334,15.28044712,28.27666954,8.326,1.239411078,8.7,5.423839,14394929457
"299",50,1,20,6.33564141,"Morocco","Guercif",33.976574,-3.373502,776,16,265,56.44288334,15.28044712,28.27666954,8.326,1.239411078,8.7,5.423839,14394929457
"300",50,1,30,10.31896755,"Morocco","Guercif",33.976574,-3.373502,776,16,265,56.44288334,15.28044712,28.27666954,8.326,1.239411078,8.7,5.423839,14394929457
"301",51,0,10,4.543726187,"Morocco","Mezguitem1",34.473045,-3.638859,867,15.5,401,54.60209822,4.886667621,40.51123416,8.432,0.606329477,251.8,4.819766,1916355225
"302",51,0,20,5.96124971,"Morocco","Mezguitem1",34.473045,-3.638859,867,15.5,401,54.60209822,4.886667621,40.51123416,8.432,0.606329477,251.8,4.819766,1916355225
"303",51,0,30,9.67820316,"Morocco","Mezguitem1",34.473045,-3.638859,867,15.5,401,54.60209822,4.886667621,40.51123416,8.432,0.606329477,251.8,4.819766,1916355225
"304",51,1,10,5.481848286,"Morocco","Mezguitem1",34.473045,-3.638859,867,15.5,401,22.39840328,5.194877197,72.40671952,8.214,1.122798779,77,5.306369,7981331689
"305",51,1,20,6.104509826,"Morocco","Mezguitem1",34.473045,-3.638859,867,15.5,401,22.39840328,5.194877197,72.40671952,8.214,1.122798779,77,5.306369,7981331689
"306",51,1,30,8.242669918,"Morocco","Mezguitem1",34.473045,-3.638859,867,15.5,401,22.39840328,5.194877197,72.40671952,8.214,1.122798779,77,5.306369,7981331689
"307",52,0,10,4.990994621,"Morocco","Mezguitem2",34.442005,-3.592513,1028,14.8,399,52.30205809,4.935252903,42.76268901,8.364,1.342247493,NA,5.840652,NA
"308",52,0,20,6.73789625,"Morocco","Mezguitem2",34.442005,-3.592513,1028,14.8,399,52.30205809,4.935252903,42.76268901,8.364,1.342247493,NA,5.840652,NA
"309",52,0,30,12.5872596,"Morocco","Mezguitem2",34.442005,-3.592513,1028,14.8,399,52.30205809,4.935252903,42.76268901,8.364,1.342247493,NA,5.840652,NA
"310",52,1,10,5.894206114,"Morocco","Mezguitem2",34.442005,-3.592513,1028,14.8,399,56.27213647,4.668380576,39.05948296,8.188,1.860969198,291.4,6.212835,NA
"311",52,1,20,7.125988451,"Morocco","Mezguitem2",34.442005,-3.592513,1028,14.8,399,56.27213647,4.668380576,39.05948296,8.188,1.860969198,291.4,6.212835,NA
